"PUBID","YSCH-37000","YHEA-1900","YEXP-1500","YEXP-2000","KEY!SEX","KEY!BDATE_M","KEY!BDATE_Y","PC8-092","PC9-050","PC11-008","PC11-014","CV_HH_POV_RATIO","CV_YTH_REL_HH_AGE_12","CV_YTH_REL_HH_AGE_2","CV_YTH_REL_HH_AGE_6","CV_HH_UNDER_18","CV_SAMPLE_TYPE","CV_HGC_BIO_DAD","CV_HGC_BIO_MOM","KEY!RACE_ETHNICITY","TRANS_GPA","CVC_YTH_REL_HH_AGE2_YCHR","CVC_YTH_REL_HH_AGE6_YCHR","CVC_YTH_REL_HH_AGE12_YCHR","CVC_SAT_MATH_SCORE_2007","CVC_SAT_VERBAL_SCORE_2007","CVC_ACT_SCORE_2007","CVC_HIGHEST_DEGREE_EVER"
198,2,-4,100,95,2,7,1980,-4,-4,-4,-4,-4,-4,-4,-4,2,1,12,11,4,2,1,1,1,-4,-4,-4,2
199,2,-4,-4,-4,1,6,1982,0,1,-4,-4,705,1,1,1,1,1,16,17,4,78,-4,-4,-4,3,3,-4,4
200,3,-4,80,85,1,8,1980,0,1,-4,-4,-3,4,4,4,1,1,12,15,4,89,-4,-4,-4,4,2,-4,2
201,2,-4,-4,-4,2,12,1983,0,1,-4,-4,636,1,1,1,1,1,18,18,4,87,-4,-4,-4,6,6,-4,5
202,1,-4,-4,-4,1,1,1982,-4,-4,-4,-4,-4,-4,-4,-4,2,1,12,12,4,74,1,1,1,-3,-3,-4,1
203,1,-4,-4,-4,2,1,1984,-4,-4,-4,-4,-4,-4,-4,-4,2,1,12,12,4,90,1,1,1,3,3,-4,4
204,3,-4,100,85,2,5,1981,0,1,100,80,324,4,2,2,2,1,14,15,4,69,-4,-4,-4,2,3,-4,2
205,2,-4,-4,-4,2,11,1983,0,1,-4,-4,324,4,2,4,2,1,14,15,4,-4,-4,-4,-4,-4,-4,-4,-3
206,2,-4,-4,-4,1,2,1982,0,0,-4,-4,70,1,1,1,3,1,10,10,4,79,-4,-4,-4,3,3,-4,4
207,2,-4,99,90,2,11,1981,0,1,100,100,322,1,1,1,5,1,8,12,4,85,-4,-4,-4,6,4,-4,4
208,2,-4,-4,-4,2,3,1984,0,1,-4,-4,322,1,1,1,5,1,8,12,4,91,-4,-4,-4,5,4,-4,4
209,1,-4,-4,-4,1,6,1983,1,1,-4,-4,192,1,1,1,3,1,8,8,2,1,-4,-4,-4,-4,-4,-4,2
210,1,-4,-4,-4,1,5,1984,1,1,-4,-4,192,1,1,1,3,1,8,8,2,2,-4,-4,-4,-4,-4,-4,2
211,3,-4,95,100,2,6,1980,0,1,100,100,-3,1,1,1,1,1,4,4,2,2,-4,-4,-4,6,5,-3,4
212,2,-4,100,90,1,2,1980,0,0,100,100,113,1,1,1,2,1,8,12,2,-4,-4,-4,-4,-4,-4,-3,1
213,2,-4,-4,-4,2,4,1982,0,0,-4,-4,113,1,1,1,2,1,8,12,2,6,-4,-4,-4,3,3,-4,3
214,1,-4,-4,-4,2,11,1982,0,1,-4,-4,200,1,1,1,3,1,16,12,2,3,-4,-4,-4,4,3,-4,2
215,3,-4,100,75,1,5,1981,1,0,100,50,-3,8,4,4,3,1,12,12,2,2,8,8,4,6,3,-4,4
216,4,-4,0,25,2,6,1980,1,1,-4,-4,375,1,1,1,2,1,6,11,2,-4,-4,-4,-4,-4,-4,-4,4
217,2,-4,-4,-4,2,11,1982,-4,-4,-4,-4,-4,-4,-4,-4,1,1,12,8,2,-4,1,1,1,2,2,-4,2
218,3,-4,-4,-4,1,9,1983,-4,-4,-4,-4,-4,-4,-4,-4,1,1,12,16,2,2,-4,-4,-4,3,3,-4,2
219,2,-4,-4,-4,1,3,1982,1,1,-4,-4,1627,1,1,1,1,1,15,18,3,92,-4,-4,-4,4,5,-4,4
220,3,-4,-4,-4,1,3,1984,0,1,-4,-4,231,4,4,4,4,1,14,12,4,2,-4,-4,-4,-4,-4,-4,2
221,1,-4,-4,-4,2,9,1984,1,1,-4,-4,677,4,2,4,2,1,18,14,4,-3,-4,-4,-4,-3,-3,-4,3
222,1,-4,95,80,1,1,1981,1,1,100,95,220,1,1,1,2,1,12,9,2,81,-4,-4,-4,4,4,-4,3
223,2,-4,100,100,1,1,1981,1,1,100,100,220,1,1,1,2,1,12,9,2,89,-4,-4,-4,5,3,-4,3
224,2,-4,-4,-4,2,10,1982,0,1,-4,-4,451,3,3,3,2,1,12,12,4,85,-4,-4,-4,3,3,-4,2
225,2,-4,100,0,1,10,1980,0,1,100,0,-3,3,3,3,1,1,12,14,4,-3,-4,-4,-4,-4,-4,-4,2
226,2,-4,100,50,2,3,1981,0,3,100,50,16,4,4,4,3,1,-3,9,1,3,-4,-4,-4,-4,-4,-4,2
227,4,-4,20,15,2,1,1980,1,3,100,50,-3,6,6,6,2,1,-4,-3,3,-4,4,6,6,-4,-4,-4,0
228,1,-4,-4,-4,1,1,1984,1,0,-4,-4,-3,8,8,8,3,1,15,15,4,2,-4,-4,-4,3,3,-4,4
229,1,-4,-4,-4,2,2,1984,0,1,-4,-4,1,4,4,4,1,1,-4,16,4,4,-4,-4,-4,5,4,-4,4
230,1,-4,-4,-4,1,5,1984,0,1,-4,-4,-3,1,1,1,2,1,12,12,2,4,-4,-4,-4,4,4,-4,4
231,1,-4,100,100,1,11,1980,-4,-4,-4,-4,-4,-4,-4,-4,2,1,12,11,2,-4,1,1,8,-3,-3,-4,1
232,1,-4,-4,-4,1,6,1984,0,1,-4,-4,1,4,4,4,1,1,12,12,2,-4,-4,-4,-4,-4,-4,-4,4
233,2,-4,100,90,1,12,1980,0,0,100,80,0,1,1,1,1,1,7,13,2,-3,-4,-4,-4,-4,-4,-4,2
234,1,-4,-4,-4,2,8,1983,-4,-4,-4,-4,-4,-4,-4,-4,5,1,14,11,2,-3,1,4,4,2,2,-4,2
235,2,-4,100,100,2,8,1981,0,1,100,100,28,1,1,1,2,1,15,10,4,3,-4,-4,-4,4,4,-4,4
236,2,-4,-4,-4,2,12,1984,0,1,-4,-4,0,4,4,2,1,1,12,15,2,-4,4,4,4,-4,-4,-4,3
237,2,-4,-4,-4,1,3,1983,0,1,-4,-4,-3,1,1,1,2,1,13,14,4,-4,-4,-4,-4,3,3,-4,4
238,1,-4,100,100,2,8,1981,-4,-4,-4,-4,-4,-4,-4,-4,1,1,-4,-3,4,-3,1,1,1,6,4,-4,4
239,2,-4,100,95,1,9,1980,-2,1,100,90,1627,1,1,1,3,1,18,18,4,3,-4,-4,-4,3,3,-4,2
240,1,-4,-4,-4,2,4,1983,0,1,-4,-4,1627,1,1,1,3,1,18,18,4,-4,-4,-4,-4,6,5,-4,4
241,1,-4,-4,-4,2,2,1983,0,1,-4,-4,417,1,1,1,3,1,16,18,2,-3,-4,-4,-4,3,3,-4,5
242,2,-4,-4,-4,1,6,1984,0,1,-4,-4,417,1,1,1,3,1,16,18,2,91,-4,-4,-4,3,4,-4,4
243,3,-4,-4,-4,2,2,1983,0,0,-4,-4,-3,4,4,4,2,1,12,12,3,-3,-4,-4,-4,-3,-3,-4,2
244,2,-4,-4,-4,1,3,1983,0,1,-4,-4,139,1,1,1,3,1,12,12,2,76,-4,-4,-4,1,2,-4,2
245,3,-4,-4,-4,2,7,1984,-4,-4,-4,-4,-4,-4,-4,-4,3,1,-3,-3,4,-3,1,1,1,3,4,-3,5
246,3,-4,100,80,1,10,1980,0,1,100,100,-3,5,5,5,4,1,15,-4,2,82,-4,-4,-4,4,4,-4,5
247,2,-4,-4,-4,1,3,1982,0,6,-4,-4,156,1,1,1,2,1,13,13,4,97,-4,-4,-4,5,4,-4,4
248,1,-4,-4,-4,2,9,1983,0,6,-4,-4,156,1,1,1,2,1,13,13,4,-3,-4,-4,-4,4,5,-4,4
249,2,-4,100,70,1,8,1981,-4,-4,-4,-4,-4,-4,-4,-4,1,1,12,14,4,-4,-4,-4,-4,-4,-4,-4,2
250,3,-4,100,50,1,9,1981,0,1,100,50,592,1,1,1,2,1,12,13,4,-4,-4,-4,-4,-4,-4,-4,2
251,1,-4,-4,-4,1,4,1982,0,1,-4,-4,236,1,1,1,2,1,14,11,2,87,-4,-4,-4,3,3,-4,4
252,2,-4,-4,-4,2,7,1984,0,1,-4,-4,236,1,1,1,2,1,14,11,2,90,-4,-4,-4,3,4,-4,5
253,2,-4,-4,-4,2,9,1984,-4,-4,-4,-4,-4,-4,-4,-4,2,1,-3,-3,4,-4,-4,-4,-4,3,6,-4,2
254,2,-4,100,-2,1,8,1981,0,1,100,50,-3,4,2,2,2,1,16,18,4,84,-4,-4,-4,4,3,-4,2
255,2,-4,-4,-4,2,7,1983,0,1,-4,-4,-3,4,2,2,2,1,16,18,4,-4,-4,-4,-4,5,4,-4,4
256,1,-4,100,95,1,8,1980,1,0,100,90,230,1,1,1,3,1,-3,-3,4,65,-4,-4,-4,-4,-4,-4,1
257,2,-4,-4,-4,1,5,1984,0,0,-4,-4,230,1,1,1,3,1,-3,-3,4,62,-4,-4,-4,-4,-4,-4,1
258,2,-4,-4,-4,1,11,1982,-4,-4,-4,-4,-4,-4,-4,-4,1,1,14,12,4,75,1,1,1,3,3,-4,4
259,2,-4,100,100,1,12,1981,0,1,100,95,-3,1,1,1,1,1,-3,-3,4,-4,-4,-4,-4,5,5,-4,4
260,2,-4,100,100,1,12,1980,-4,-4,-4,-4,-4,-4,-4,-4,3,1,-4,14,1,72,1,1,4,4,4,-4,4
261,2,-4,-4,-4,1,4,1983,0,3,-4,-4,-3,4,4,4,2,1,-4,12,1,66,-4,-4,-4,6,-3,-4,2
262,3,-4,25,80,1,9,1980,-4,-4,-4,-4,-4,-4,-4,-4,3,1,-4,8,1,-4,8,8,4,-4,-4,-4,0
263,2,-4,-4,-4,1,7,1983,-4,-4,-4,-4,-4,-4,-4,-4,3,1,-4,8,1,45,1,1,4,-4,-4,-4,1
264,1,-4,-4,-4,1,7,1982,-4,-4,-4,-4,-4,-4,-4,-4,1,1,-3,-3,4,64,1,1,1,-4,-4,-4,4
265,3,-4,-4,-4,1,9,1983,1,0,-4,-4,81,1,1,1,5,1,6,6,2,72,-4,-4,-4,-4,-4,-4,2
266,1,-4,100,80,2,12,1980,0,1,100,65,293,4,2,4,3,1,12,12,4,3,-4,-4,-4,4,3,-4,3
267,2,-4,100,100,2,12,1980,0,1,100,100,253,1,1,1,1,1,12,13,4,90,-4,-4,-4,4,5,-4,5
268,1,-4,75,100,1,12,1981,1,1,-4,-4,380,4,4,4,3,1,11,11,2,69,-4,-4,-4,3,3,-4,3
269,2,-4,90,80,2,6,1981,0,1,90,75,519,1,1,1,2,1,12,16,4,-3,-4,-4,-4,-4,-4,-4,1
270,2,-4,-4,-4,2,1,1984,0,1,-4,-4,519,1,1,1,2,1,12,16,4,69,-4,-4,-4,3,3,-4,2
271,3,-4,-4,-4,2,8,1982,0,1,-4,-4,330,1,1,1,1,1,12,12,4,-3,-4,-4,-4,-4,-4,-4,0
272,1,-4,-4,-4,2,9,1982,0,3,-4,-4,-3,4,4,2,3,1,6,7,2,-4,-4,-4,-4,-4,-4,-4,1
273,2,-4,-4,-4,2,4,1983,-4,-4,-4,-4,-4,-4,-4,-4,3,1,12,12,2,-4,1,2,2,-4,-4,-4,3
274,3,-4,100,50,2,8,1980,0,0,50,50,0,8,4,4,6,1,5,5,2,-3,-4,-4,-4,-4,-4,-4,0
275,2,1,0,0,1,12,1980,-4,-4,-4,-4,-3,-4,-4,-4,6,1,5,1,2,-4,5,5,5,-4,-4,-4,1
276,3,-4,-4,-4,2,1,1982,0,0,-4,-4,0,8,4,4,6,1,5,5,2,2,-4,-4,-4,-4,-4,-4,0
277,2,-4,-4,-4,1,2,1984,0,0,-4,-4,0,4,4,4,6,1,5,5,2,-3,1,1,4,-4,-4,-4,1
278,2,-4,100,100,1,9,1980,0,1,100,100,390,1,1,1,2,1,16,14,4,73,-4,-4,-4,4,3,-4,2
279,1,-4,100,90,1,4,1981,0,1,100,100,1627,1,1,1,2,1,18,16,4,85,-4,-4,-4,4,5,-4,5
280,2,-4,-4,-4,1,5,1983,0,1,-4,-4,1627,1,1,1,2,1,18,16,4,81,-4,-4,-4,6,5,-3,5
281,3,-4,-4,-4,1,12,1984,0,3,-4,-4,23,7,4,4,3,1,-3,11,1,75,-4,-4,-4,-4,-4,-4,2
282,2,-4,100,50,1,6,1980,0,1,95,70,-3,4,4,4,2,1,12,14,4,72,-4,-4,-4,-4,-4,-4,2
283,2,-4,-4,-4,1,5,1984,0,1,-4,-4,-3,1,1,1,2,1,12,14,4,8,-4,-4,-4,3,4,-4,3
284,2,-4,100,100,2,3,1981,0,3,100,25,-3,4,2,4,4,1,10,12,1,-3,-4,-4,-4,-3,-3,-4,3
285,2,-4,100,80,1,2,1981,0,3,100,75,-3,4,2,2,2,1,9,11,4,71,-4,-4,-4,-4,-4,-4,2
286,1,-4,-4,-4,2,9,1984,-4,-4,-4,-4,-4,-4,-4,-4,1,1,14,12,4,97,1,1,1,4,4,-4,4
287,2,-4,100,75,1,5,1980,0,1,100,100,-3,1,1,1,3,1,12,12,4,1,-4,-4,-4,-4,-4,-4,2
288,2,-4,-4,-4,2,10,1983,0,1,-4,-4,-3,1,1,1,3,1,12,12,4,3,-4,-4,-4,3,2,-4,2
289,2,-4,-4,-4,2,10,1984,0,1,-4,-4,-3,1,1,1,3,1,12,12,4,2,-4,-4,-4,-4,-4,-4,2
290,2,-4,-4,-4,2,1,1984,0,1,-4,-4,440,1,1,1,2,1,12,14,4,73,-4,-4,-4,-4,-4,-4,2
291,4,-4,100,100,2,6,1980,0,1,100,50,289,1,1,1,1,1,12,12,4,2,-4,-4,-4,-4,-4,-3,2
292,2,-4,-4,-4,2,9,1984,0,1,-4,-4,157,4,4,4,3,1,12,14,1,3,-4,-4,-4,2,3,-4,2
293,1,-4,-4,-4,2,11,1983,0,1,-4,-4,385,1,1,1,3,1,12,12,2,4,-4,-4,-4,3,4,-4,4
294,2,-4,-4,-4,1,5,1982,-4,-4,-4,-4,-4,-4,-4,-4,3,1,12,12,2,3,1,1,1,5,4,-4,5
295,1,-4,-4,-4,2,9,1984,1,1,-4,-4,465,4,4,4,3,1,-3,8,2,2,1,4,4,5,4,-4,3
296,2,-4,100,99,2,12,1981,1,1,99,85,283,4,4,4,2,1,14,11,2,86,-4,-4,-4,-3,-3,-3,4
297,2,-4,-4,-4,1,7,1984,1,1,-4,-4,283,4,4,4,2,1,14,11,2,2,-4,-4,-4,-3,3,-4,2
298,2,-4,-4,-4,2,6,1983,0,1,-4,-4,336,1,1,1,3,1,16,18,4,88,-4,-4,-4,5,5,5,2
299,2,-4,100,50,1,5,1981,0,1,100,50,-3,1,1,1,1,1,12,12,4,-3,-4,-4,-4,-3,-3,3,2
300,2,-4,-4,-4,2,5,1984,0,1,-4,-4,-3,1,1,1,3,1,12,13,4,-3,-4,-4,-4,4,4,-4,4
301,1,-4,75,75,2,12,1981,0,1,100,100,275,2,2,2,2,1,18,12,4,-4,-4,-4,-4,4,4,4,5
302,2,-4,-4,-4,2,3,1984,0,1,-4,-4,-3,1,1,1,2,1,12,14,4,-4,-4,-4,-4,-4,-4,-4,0
303,2,-4,100,100,2,9,1980,0,1,100,100,-3,4,2,4,1,1,-3,13,4,-4,-4,-4,-4,4,4,-4,4
304,1,-4,-4,-4,1,2,1983,0,1,-4,-4,-3,4,4,4,3,1,-3,-3,4,78,-4,-4,-4,3,3,-4,2
305,2,-4,-4,-4,2,2,1983,0,1,-4,-4,-3,1,1,1,2,1,16,16,4,-4,-4,-4,-4,-3,-3,-4,5
306,1,3,100,100,2,2,1980,-4,-4,-4,-4,-3,-4,-4,-4,5,1,-4,-4,4,-3,1,1,7,3,-3,-4,5
307,1,3,100,100,2,5,1980,-4,-4,-4,-4,-3,-4,-4,-4,5,1,-4,-4,4,91,5,5,5,5,5,-4,5
308,3,3,100,100,1,4,1981,-4,-4,-4,-4,-3,-4,-4,-4,5,1,-4,-4,4,-4,-3,-3,-3,3,4,-4,2
309,1,1,100,100,2,4,1981,-4,-4,-4,-4,-3,-4,-4,-4,5,1,-4,-4,4,75,1,7,7,4,4,-4,4
310,1,3,-4,-4,2,6,1982,-4,-4,-4,-4,-3,-4,-4,-4,5,1,-4,-4,4,73,-4,-4,-4,-3,-3,-4,4
311,1,-4,-4,-4,1,3,1982,-4,-4,-4,-4,-4,-4,-4,-4,3,1,-4,-4,4,88,1,6,6,4,4,-4,4
312,2,-4,-4,-4,2,7,1982,-4,-4,-4,-4,-4,-4,-4,-4,3,1,-4,-4,4,90,6,6,6,4,4,-4,2
313,2,-4,100,90,2,4,1981,0,0,100,100,1627,1,1,1,3,1,16,12,4,99,-4,-4,-4,6,5,6,4
314,2,-4,-4,-4,1,10,1984,0,0,-4,-4,1627,1,1,1,3,1,16,12,4,98,-4,-4,-4,6,5,-4,5
315,2,-4,-4,-4,2,1,1982,0,1,-4,-4,684,1,1,1,1,1,16,16,4,69,-4,-4,-4,-4,-4,-4,2
316,2,-4,-4,-4,1,4,1982,0,1,-4,-4,-3,1,1,1,2,1,14,14,4,-4,-4,-4,-4,-3,-3,-4,4
317,1,-4,95,99,2,8,1980,-4,-4,-4,-4,-4,-4,-4,-4,2,1,-3,-3,2,85,1,1,1,-4,-4,-3,3
318,2,-4,-4,-4,1,2,1983,0,0,-4,-4,-3,4,4,4,3,1,-3,12,4,-4,-4,-4,-4,-4,-4,-4,0
319,2,-4,-4,-4,2,3,1983,0,1,-4,-4,503,1,1,1,2,1,16,14,4,-4,-4,-4,-4,-4,-4,-4,0
320,2,-4,-4,-4,2,7,1982,1,1,-4,-4,370,2,2,2,1,1,13,18,4,3,-4,-4,-4,6,6,4,4
321,4,-4,100,80,1,10,1981,-4,-4,-4,-4,-4,-4,-4,-4,1,1,12,12,4,76,1,1,1,-4,-4,-4,2
322,2,-4,-4,-4,2,6,1982,0,1,-4,-4,222,4,2,2,2,1,12,13,4,83,-4,-4,-4,4,4,-4,5
323,2,-4,90,50,1,3,1980,0,1,100,90,943,4,2,4,1,1,15,14,4,73,-4,-4,-4,5,5,-4,2
324,1,-4,100,90,1,6,1980,-4,-4,-4,-4,-4,-4,-4,-4,1,1,16,12,4,-4,-4,-4,-4,4,4,-4,3
325,1,-4,-4,-4,1,9,1984,-4,-4,-4,-4,-4,-4,-4,-4,1,1,12,13,4,79,4,4,4,4,4,-4,5
326,1,-4,100,100,2,3,1980,1,1,100,100,-3,1,1,1,1,1,14,12,4,-3,-4,-4,-4,3,3,-4,4
327,2,-4,-4,-4,2,1,1983,-4,-4,-4,-4,-4,-4,-4,-4,1,1,18,14,4,4,1,1,1,4,5,-4,5
328,1,-4,-4,-4,1,3,1984,0,1,-4,-4,240,1,1,1,3,1,12,12,4,80,-4,-4,-4,3,3,-4,2
329,2,-4,-4,-4,1,2,1984,-4,-4,-4,-4,-4,-4,-4,-4,2,1,14,12,4,-3,1,1,1,4,5,-4,4
330,1,-4,-4,-4,1,6,1982,-4,-4,-4,-4,-4,-4,-4,-4,1,1,14,14,4,-4,-4,-4,-4,-4,-4,-4,0
331,2,-4,100,100,2,4,1980,1,1,100,100,-3,1,1,1,2,1,12,12,4,-4,-4,-4,-4,-4,-4,3,4
332,1,-4,100,100,1,1,1980,0,1,100,100,-3,5,3,5,3,1,-3,-4,4,91,-4,-4,-4,5,3,-4,5
333,1,-4,-4,-4,2,8,1982,0,1,-4,-4,-3,5,3,5,3,1,-3,-4,4,80,-4,-4,-4,3,2,-4,2
334,1,-4,-4,-4,2,1,1984,1,1,-4,-4,749,4,2,4,3,1,-3,20,4,90,-4,-4,-4,4,4,-4,4
335,1,-4,100,100,2,6,1980,-4,-4,-4,-4,-4,-4,-4,-4,2,1,12,12,4,82,-4,-4,-4,3,3,-4,4
336,2,-4,-4,-4,1,2,1982,1,1,-4,-4,-3,1,1,1,2,1,16,18,1,-4,-4,-4,-4,3,3,-4,5
337,1,-4,-4,-4,1,7,1983,0,2,-4,-4,804,1,1,1,3,1,16,16,4,3,-4,-4,-4,6,4,-4,2
338,1,-4,100,100,2,4,1981,0,1,100,100,1627,1,1,1,1,1,20,18,4,4,-4,-4,-4,6,5,-4,5
339,1,-4,100,100,2,9,1981,0,3,100,100,102,1,1,1,3,1,11,10,4,3,-4,-4,-4,4,4,-4,4
340,2,-4,75,55,1,12,1981,0,3,100,100,83,1,1,1,3,1,9,11,4,3,-4,-4,-4,-4,-4,-4,5
341,2,-4,-4,-4,1,12,1983,-4,-4,-4,-4,-4,-4,-4,-4,3,1,9,11,4,3,1,1,1,4,2,-4,4
342,2,-4,-4,-4,1,3,1982,-4,-4,-4,-4,-4,-4,-4,-4,4,1,16,-4,4,24,1,1,4,-4,-4,-4,1
343,2,-4,-4,-4,1,3,1984,-4,-4,-4,-4,-4,-4,-4,-4,4,1,16,-4,4,2,1,1,5,-4,-4,-4,1
344,2,-4,-4,-4,1,3,1984,-4,-4,-4,-4,-4,-4,-4,-4,4,1,16,-4,4,-4,1,5,5,-4,-4,-4,2
345,1,-4,-4,-4,1,3,1984,-4,-4,-4,-4,-4,-4,-4,-4,4,1,16,-4,4,-4,1,1,5,-4,-4,-4,1
346,2,-4,-4,-4,1,5,1984,0,0,-4,-4,0,4,2,2,3,1,10,12,2,3,-4,-4,-4,1,1,-4,2
347,2,-4,100,95,1,9,1981,0,0,-4,-4,-3,4,4,4,3,1,6,6,2,2,-4,-4,-4,1,-3,-4,2
348,2,-4,-4,-4,1,8,1983,0,0,-4,-4,-3,1,1,1,3,1,6,6,2,-4,-4,-4,-4,-3,-3,-4,0
349,2,-4,-4,-4,1,1,1984,1,0,-4,-4,-3,1,1,1,3,1,6,6,2,1,-4,-4,-4,3,3,-4,2
350,2,-4,-4,-4,1,2,1984,0,1,-4,-4,257,1,1,1,1,1,-3,-3,4,2,-4,-4,-4,-4,-4,-4,2
351,2,-4,90,75,2,6,1981,0,0,100,50,93,4,4,4,3,1,10,10,2,3,-4,-4,-4,-4,-4,-4,2
352,2,-4,100,50,2,6,1981,0,0,100,50,93,4,4,4,3,1,10,10,2,2,-4,-4,-4,-4,-4,-4,2
353,3,-4,-4,-4,2,9,1982,0,0,-4,-4,93,4,4,4,3,1,10,10,2,-4,-4,-4,-4,-4,-4,-4,0
354,2,-4,-4,-4,2,7,1982,0,0,100,50,13,1,1,1,2,1,11,11,2,2,-4,-4,-4,-4,-4,-4,2
355,1,-4,100,100,2,12,1980,0,0,-4,-4,13,1,1,1,2,1,11,11,2,3,-4,-4,-4,-4,-4,-4,2
356,2,-4,-4,-4,2,10,1982,0,0,-4,-4,139,1,1,1,1,1,11,10,2,-4,-4,-4,-4,3,3,-3,2
357,2,-4,100,25,1,9,1981,0,0,100,50,97,1,1,1,3,1,6,6,2,3,-4,-4,-4,-4,-4,-4,2
358,2,-4,-4,-4,1,2,1983,0,0,-4,-4,97,1,1,1,3,1,6,6,2,2,-4,-4,-4,-4,-4,-4,3
359,2,-3,-4,-4,2,1,1983,0,0,-4,-4,97,1,1,1,3,1,6,6,2,3,-4,-4,-4,-4,-4,-4,2
360,2,-4,-4,-4,1,9,1984,-4,-4,-4,-4,-4,-4,-4,-4,2,1,-3,10,2,3,1,1,1,-4,-4,-4,4
361,2,1,10,10,1,8,1980,-4,-4,-4,-4,222,-4,-4,-4,1,1,-4,-4,2,-4,-4,-4,-4,-4,-4,1,0
362,1,-4,100,50,2,4,1981,0,3,50,50,174,1,1,1,2,1,4,4,2,3,-4,-4,-4,4,3,4,2
363,2,-4,-4,-4,2,11,1983,0,3,-4,-4,174,1,1,1,2,1,4,4,2,2,-4,-4,-4,3,4,-4,2
364,2,-4,-4,-4,2,7,1984,0,0,-4,-4,80,4,2,2,3,1,-3,3,2,2,-4,-4,-4,-4,-4,-4,2
365,2,-4,-4,-4,2,2,1982,0,0,-4,-4,182,4,4,4,3,1,11,12,2,-4,1,1,1,-3,-3,-4,2
366,2,-4,100,100,2,8,1980,-4,-4,-4,-4,-4,-4,-4,-4,3,1,9,8,2,3,1,1,1,-3,-3,-4,4
367,2,-4,100,75,1,6,1981,-4,-4,-4,-4,-4,-4,-4,-4,3,1,9,8,2,3,1,1,1,-4,-4,-4,3
368,1,-4,100,100,2,4,1981,0,1,100,100,-3,1,1,1,2,1,3,6,2,2,-4,-4,-4,-4,-4,-4,3
369,2,-4,-4,-4,1,7,1984,0,1,-4,-4,-3,1,1,1,2,1,3,6,2,-4,-4,-4,-4,-4,-4,-4,0
370,2,-4,100,0,1,6,1981,0,3,100,0,427,8,8,8,2,1,12,-3,2,-3,1,8,8,-4,-4,-4,0
371,3,-4,-4,-4,2,12,1982,0,3,-4,-4,427,8,8,8,2,1,12,-3,2,-4,8,8,8,-3,-3,-4,0
372,2,-4,-4,-4,1,6,1983,-4,-4,-4,-4,-4,-4,-4,-4,2,1,12,10,2,3,1,1,1,-4,-4,-4,2
373,2,-4,-4,-4,2,8,1984,-4,-4,-4,-4,47,-4,-4,-4,2,1,12,10,2,-4,-4,-4,-4,-4,-4,-4,2
374,4,-4,100,5,2,9,1981,1,1,100,80,335,4,2,4,1,1,-4,14,4,3,-4,-4,-4,-4,-4,-4,2
375,2,-4,-4,-4,1,7,1982,0,1,-4,-4,-3,4,4,4,1,1,12,14,1,2,-4,-4,-4,-4,-4,-4,2
376,2,-4,100,100,1,3,1981,0,1,100,100,317,1,1,1,1,1,9,12,1,3,-4,-4,-4,4,4,-4,2
377,2,-4,-4,-4,2,12,1984,1,3,-4,-4,-3,4,4,4,4,1,12,11,1,2,-4,-4,-4,-4,-4,-4,2
378,1,-4,-4,-4,1,2,1984,1,1,-4,-4,554,1,1,1,1,1,16,13,1,-3,-4,-4,-4,3,4,-4,2
379,3,-4,100,80,2,11,1980,0,1,100,100,553,1,1,1,1,1,16,16,2,-4,-4,-4,-4,-4,-4,-4,0
380,2,-4,-4,-4,1,2,1983,0,2,-4,-4,0,4,2,2,1,1,-4,12,4,-4,-4,-4,-4,-3,-3,-4,4
381,-4,-4,-3,-3,1,1,1980,0,1,-4,-4,0,4,4,4,2,1,14,14,2,-4,-4,-4,-4,-4,-4,-4,2
382,3,0,-3,-3,2,1,1980,-4,-4,-4,-4,-3,-4,-4,-4,2,1,14,14,4,3,1,1,1,4,5,-3,4
383,2,-4,-4,-4,2,2,1984,0,0,-4,-4,0,4,2,2,1,1,16,14,4,-4,-4,-4,-4,-4,-4,-4,0
384,1,-4,-4,-4,1,11,1983,0,0,-4,-4,233,4,4,4,2,1,11,12,2,3,-4,-4,-4,5,4,-4,2
385,3,-4,75,50,1,12,1981,1,1,60,0,224,1,1,1,2,1,6,8,2,0,-4,-4,-4,-4,-4,-4,2
386,2,-4,100,100,1,6,1980,0,0,100,90,-3,4,4,4,3,1,-4,-3,2,2,-4,-4,-4,-4,-4,-4,2
387,2,-4,-4,-4,2,1,1983,0,0,-4,-4,-3,4,4,4,3,1,-4,-3,2,1,1,1,4,-4,-4,-4,1
388,2,-4,-4,-4,2,1,1982,-4,-4,-4,-4,-4,-4,-4,-4,2,1,-4,5,2,1,1,1,1,-4,-4,-4,0
389,1,-4,100,100,2,6,1981,0,1,100,90,506,1,1,1,2,1,14,14,4,4,-4,-4,-4,4,4,-4,4
390,2,-4,-4,-4,2,3,1983,1,1,-4,-4,138,4,4,4,2,1,16,15,4,3,4,4,4,2,2,-4,2
391,1,-4,100,99,1,3,1980,-4,-4,-4,-4,-4,-4,-4,-4,2,1,6,6,4,3,1,1,1,6,3,-4,5
392,1,-4,-3,-3,1,1,1980,1,1,-4,-4,-3,1,1,1,1,1,14,18,2,3,-4,-4,-4,4,5,-4,4
393,2,-4,-4,-4,1,9,1983,-4,-4,-4,-4,-4,-4,-4,-4,5,1,12,14,2,-3,1,1,1,4,5,-4,3
